,ID,filename,x_min,y_min,x_max,y_max,class
127,22,131_000_output_img_136.png,279,54,956,370,smoke
128,23,131_000_output_img_153.png,279,54,956,370,smoke
129,24,131_000_output_img_170.png,279,54,956,370,smoke
130,25,131_000_output_img_187.png,279,54,956,370,smoke
131,26,131_000_output_img_203.png,232,96,909,412,smoke
132,27,131_000_output_img_220.png,232,96,909,412,smoke
133,28,131_000_output_img_237.png,232,96,909,412,smoke
134,14,132_000_output_img_001.png,594,205,865,380,smoke
135,15,132_000_output_img_016.png,594,205,865,380,smoke
136,16,132_000_output_img_031.png,594,205,865,380,smoke
137,17,132_000_output_img_047.png,594,205,865,380,smoke
138,18,132_000_output_img_062.png,594,205,865,380,smoke
139,19,132_000_output_img_077.png,594,205,865,380,smoke
140,20,132_000_output_img_092.png,594,240,829,380,smoke
141,21,132_000_output_img_107.png,594,240,829,380,smoke
142,22,132_000_output_img_123.png,594,240,829,380,smoke
143,23,132_000_output_img_138.png,594,240,829,380,smoke
144,24,132_000_output_img_153.png,594,240,829,380,smoke
145,25,132_000_output_img_168.png,594,240,829,380,smoke
146,26,132_000_output_img_183.png,594,240,829,380,smoke
147,27,132_000_output_img_199.png,594,240,829,380,smoke
148,28,132_000_output_img_214.png,594,240,829,380,smoke
149,14,133_000_output_img_001.png,212,133,755,435,smoke
150,15,133_000_output_img_015.png,212,133,755,435,smoke
151,16,133_000_output_img_028.png,212,133,755,435,smoke
152,17,133_000_output_img_042.png,212,133,755,435,smoke
153,18,133_000_output_img_056.png,212,133,755,435,smoke
154,19,133_000_output_img_069.png,212,133,755,435,smoke
155,20,133_000_output_img_083.png,212,133,755,435,smoke
156,21,133_000_output_img_097.png,212,133,755,435,smoke
157,22,133_000_output_img_110.png,212,133,755,435,smoke
158,23,133_000_output_img_124.png,212,133,755,435,smoke
159,24,133_000_output_img_138.png,212,133,755,435,smoke
160,25,133_000_output_img_151.png,212,133,755,435,smoke
161,26,133_000_output_img_165.png,212,133,755,435,smoke
162,27,133_000_output_img_179.png,212,133,755,435,smoke
163,28,133_000_output_img_192.png,212,133,755,435,smoke
164,14,134_000_output_img_001.png,635,274,763,365,smoke
165,15,134_000_output_img_011.png,635,274,763,365,smoke
166,16,134_000_output_img_021.png,635,274,763,365,smoke
167,17,134_000_output_img_031.png,635,274,763,365,smoke
168,18,134_000_output_img_041.png,635,274,763,365,smoke
169,19,134_000_output_img_051.png,635,274,763,365,smoke
170,20,134_000_output_img_061.png,635,274,763,365,smoke
171,21,134_000_output_img_071.png,635,274,763,365,smoke
172,22,134_000_output_img_081.png,635,274,763,365,smoke
173,23,134_000_output_img_091.png,635,274,763,365,smoke
174,24,134_000_output_img_101.png,635,274,763,365,smoke
175,25,134_000_output_img_111.png,635,274,763,365,smoke
176,26,134_000_output_img_121.png,635,274,763,365,smoke
177,27,134_000_output_img_131.png,635,274,763,365,smoke
178,28,134_000_output_img_141.png,635,274,763,365,smoke
179,14,141_000_output_img_001.png,52,53,1279,642,smoke
180,15,141_000_output_img_017.png,52,53,1279,642,smoke
181,16,141_000_output_img_033.png,52,53,1279,642,smoke
182,17,141_000_output_img_049.png,52,53,1279,642,smoke
183,18,141_000_output_img_065.png,52,53,1279,642,smoke
184,19,141_000_output_img_081.png,52,53,1279,642,smoke
185,20,141_000_output_img_097.png,52,53,1279,642,smoke
186,21,141_000_output_img_113.png,52,53,1279,642,smoke
187,22,141_000_output_img_129.png,52,53,1279,642,smoke
188,23,141_000_output_img_145.png,52,53,1279,642,smoke
189,24,141_000_output_img_161.png,52,53,1279,642,smoke
190,25,141_000_output_img_177.png,52,53,1279,642,smoke
191,26,141_000_output_img_193.png,52,53,1279,642,smoke
192,27,141_000_output_img_209.png,52,53,1279,642,smoke
193,28,141_000_output_img_225.png,52,53,1279,642,smoke
194,14,143_000_output_img_001.png,705,318,1091,482,smoke
195,15,143_000_output_img_019.png,705,318,1091,482,smoke
196,16,143_000_output_img_037.png,705,318,1091,482,smoke
197,17,143_000_output_img_055.png,705,318,1091,482,smoke
198,18,143_000_output_img_072.png,705,318,1091,482,smoke
199,19,143_000_output_img_090.png,705,318,1091,482,smoke
200,20,143_000_output_img_108.png,705,318,1091,482,smoke
201,21,143_000_output_img_126.png,705,318,1091,482,smoke
202,22,143_000_output_img_144.png,705,318,1091,482,smoke
203,23,143_000_output_img_162.png,705,318,1091,482,smoke
204,24,143_000_output_img_180.png,705,318,1091,482,smoke
205,25,143_000_output_img_198.png,705,318,1091,482,smoke
206,26,143_000_output_img_215.png,705,318,1091,482,smoke
207,27,143_000_output_img_233.png,705,318,1091,482,smoke
208,28,143_000_output_img_251.png,705,318,1091,482,smoke
209,14,144_000_output_img_001.png,262,455,553,615,smoke
210,15,144_000_output_img_025.png,262,455,553,615,smoke
211,16,144_000_output_img_048.png,262,455,553,615,smoke
212,17,144_000_output_img_072.png,262,455,553,615,smoke
213,18,144_000_output_img_096.png,262,455,553,615,smoke
214,19,144_000_output_img_119.png,262,455,553,615,smoke
215,20,144_000_output_img_143.png,163,442,553,615,smoke
216,21,144_000_output_img_167.png,43,400,553,615,smoke
217,22,144_000_output_img_190.png,0,379,553,615,smoke
218,23,144_000_output_img_214.png,0,379,553,615,smoke
219,24,144_000_output_img_238.png,0,379,553,615,smoke
220,25,144_000_output_img_261.png,0,322,613,615,smoke
221,26,144_000_output_img_285.png,0,322,613,615,smoke
222,27,144_000_output_img_309.png,0,322,613,615,smoke
223,28,144_000_output_img_332.png,0,322,613,615,smoke
224,14,150_000_output_img_001.png,250,31,1244,366,smoke
225,15,150_000_output_img_008.png,250,31,1244,366,smoke
226,16,150_000_output_img_015.png,250,31,1244,366,smoke
227,17,150_000_output_img_022.png,250,31,1244,366,smoke
228,18,150_000_output_img_029.png,250,31,1244,366,smoke
229,19,150_000_output_img_036.png,250,31,1244,366,smoke
230,20,150_000_output_img_043.png,250,31,1244,366,smoke
231,21,150_000_output_img_050.png,250,31,1244,366,smoke
232,22,150_000_output_img_057.png,250,31,1244,366,smoke
233,23,150_000_output_img_064.png,250,31,1244,366,smoke
234,24,150_000_output_img_071.png,250,31,1244,366,smoke
235,25,150_000_output_img_078.png,250,31,1244,366,smoke
236,26,150_000_output_img_085.png,250,31,1244,366,smoke
237,27,150_000_output_img_092.png,250,31,1244,366,smoke
238,28,150_000_output_img_099.png,250,31,1244,366,smoke
239,14,151_000_output_img_001.png,544,324,767,467,smoke
240,15,151_000_output_img_005.png,544,324,767,467,smoke
241,16,151_000_output_img_010.png,544,324,767,467,smoke
242,17,151_000_output_img_014.png,544,324,767,467,smoke
243,18,151_000_output_img_018.png,544,324,767,467,smoke
244,19,151_000_output_img_022.png,544,324,767,467,smoke
245,20,151_000_output_img_027.png,544,324,767,467,smoke
246,21,151_000_output_img_031.png,544,324,767,467,smoke
247,22,151_000_output_img_035.png,544,324,767,467,smoke
248,23,151_000_output_img_039.png,544,324,767,467,smoke
249,24,151_000_output_img_044.png,544,324,767,467,smoke
250,25,151_000_output_img_048.png,544,324,767,467,smoke
251,26,151_000_output_img_052.png,544,324,767,467,smoke
252,27,151_000_output_img_056.png,544,324,767,467,smoke
253,28,151_000_output_img_061.png,544,324,767,467,smoke
254,14,152_000_output_img_001.png,323,127,858,585,smoke
255,15,152_000_output_img_005.png,323,127,858,585,smoke
256,16,152_000_output_img_009.png,323,127,858,585,smoke
257,17,152_000_output_img_013.png,323,127,858,585,smoke
258,18,152_000_output_img_016.png,323,127,858,585,smoke
259,19,152_000_output_img_020.png,323,127,858,585,smoke
260,20,152_000_output_img_024.png,323,127,858,585,smoke
261,21,152_000_output_img_028.png,323,127,858,585,smoke
262,22,152_000_output_img_032.png,323,127,858,585,smoke
263,23,152_000_output_img_036.png,323,127,858,585,smoke
264,24,152_000_output_img_040.png,323,127,858,585,smoke
265,25,152_000_output_img_044.png,323,127,858,585,smoke
266,26,152_000_output_img_047.png,323,127,858,585,smoke
267,27,152_000_output_img_051.png,323,127,858,585,smoke
268,28,152_000_output_img_055.png,323,127,858,585,smoke
269,14,153_000_output_img_001.png,631,183,943,370,smoke
270,15,153_000_output_img_006.png,631,183,943,370,smoke
271,16,153_000_output_img_011.png,631,183,943,370,smoke
272,17,153_000_output_img_017.png,631,183,943,370,smoke
273,18,153_000_output_img_022.png,631,183,943,370,smoke
274,19,153_000_output_img_027.png,631,183,943,370,smoke
275,20,153_000_output_img_032.png,631,183,943,370,smoke
276,21,153_000_output_img_037.png,631,183,943,370,smoke
277,22,153_000_output_img_043.png,617,183,896,370,smoke
278,23,153_000_output_img_048.png,617,183,896,370,smoke
279,24,153_000_output_img_053.png,617,183,896,370,smoke
280,25,153_000_output_img_058.png,617,183,896,370,smoke
281,26,153_000_output_img_063.png,617,83,907,370,smoke
282,27,153_000_output_img_069.png,617,83,907,370,smoke
283,28,153_000_output_img_074.png,617,83,907,370,smoke
284,14,154_000_output_img_001.png,1139,177,1188,274,smoke
285,15,154_000_output_img_008.png,1139,177,1188,274,smoke
286,16,154_000_output_img_015.png,1139,177,1188,274,smoke
287,17,154_000_output_img_023.png,1139,177,1188,274,smoke
288,18,154_000_output_img_030.png,1139,177,1188,274,smoke
289,19,154_000_output_img_037.png,1139,177,1188,274,smoke
290,20,154_000_output_img_044.png,1139,177,1188,274,smoke
291,21,154_000_output_img_051.png,1139,177,1188,274,smoke
292,22,154_000_output_img_059.png,1139,177,1188,274,smoke
293,23,154_000_output_img_066.png,1139,177,1188,274,smoke
294,24,154_000_output_img_073.png,1139,177,1188,274,smoke
295,25,154_000_output_img_080.png,1139,177,1188,274,smoke
296,26,154_000_output_img_087.png,1139,177,1188,274,smoke
297,27,154_000_output_img_095.png,1139,177,1188,274,smoke
298,28,154_000_output_img_102.png,1139,177,1188,274,smoke
299,14,155_000_output_img_001.png,128,0,720,412,smoke
300,15,155_000_output_img_011.png,128,0,720,412,smoke
301,16,155_000_output_img_021.png,128,0,720,412,smoke
302,17,155_000_output_img_031.png,128,0,720,412,smoke
303,18,155_000_output_img_041.png,128,0,799,412,smoke
304,19,155_000_output_img_051.png,128,0,799,412,smoke
305,20,155_000_output_img_061.png,128,0,799,412,smoke
306,21,155_000_output_img_071.png,128,0,799,412,smoke
307,22,155_000_output_img_081.png,343,0,799,412,smoke
308,23,155_000_output_img_091.png,343,0,799,412,smoke
309,24,155_000_output_img_101.png,343,0,799,412,smoke
310,25,155_000_output_img_111.png,343,0,799,412,smoke
311,26,155_000_output_img_121.png,343,0,714,412,smoke
312,27,155_000_output_img_131.png,343,0,714,412,smoke
313,28,155_000_output_img_141.png,343,0,714,412,smoke
314,14,156_000_output_img_001.png,609,228,797,356,smoke
315,15,156_000_output_img_012.png,609,228,797,356,smoke
316,16,156_000_output_img_022.png,609,228,797,356,smoke
317,17,156_000_output_img_033.png,609,228,797,356,smoke
318,18,156_000_output_img_043.png,586,228,797,356,smoke
319,19,156_000_output_img_054.png,586,228,797,356,smoke
320,20,156_000_output_img_065.png,586,228,719,356,smoke
321,21,156_000_output_img_075.png,586,228,719,356,smoke
322,22,156_000_output_img_086.png,586,228,719,356,smoke
323,23,156_000_output_img_096.png,586,228,719,356,smoke
324,24,156_000_output_img_107.png,612,233,745,361,smoke
325,25,156_000_output_img_118.png,612,233,745,361,smoke
326,26,156_000_output_img_128.png,612,233,745,361,smoke
327,27,156_000_output_img_139.png,612,233,745,361,smoke
328,28,156_000_output_img_149.png,612,233,745,361,smoke
329,14,157_000_output_img_001.png,552,0,749,378,smoke
330,15,157_000_output_img_009.png,552,0,749,378,smoke
331,16,157_000_output_img_018.png,552,0,749,378,smoke
332,17,157_000_output_img_026.png,600,0,940,378,smoke
333,18,157_000_output_img_034.png,600,0,940,378,smoke
334,19,157_000_output_img_043.png,600,0,940,378,smoke
335,20,157_000_output_img_051.png,600,0,940,378,smoke
336,21,157_000_output_img_059.png,600,0,940,378,smoke
337,22,157_000_output_img_068.png,600,7,1185,378,smoke
338,23,157_000_output_img_076.png,600,7,1185,378,smoke
339,24,157_000_output_img_084.png,600,7,1036,378,smoke
340,25,157_000_output_img_093.png,600,7,1036,378,smoke
341,26,157_000_output_img_101.png,600,7,960,378,smoke
342,27,157_000_output_img_109.png,600,7,846,378,smoke
343,28,157_000_output_img_118.png,600,7,846,378,smoke
344,14,159_000_output_img_001.png,470,446,758,568,smoke
345,15,159_000_output_img_004.png,470,446,758,568,smoke
346,16,159_000_output_img_007.png,470,446,758,568,smoke
347,17,159_000_output_img_010.png,470,446,758,568,smoke
348,18,159_000_output_img_014.png,470,446,758,568,smoke
349,19,159_000_output_img_017.png,470,446,758,568,smoke
350,20,159_000_output_img_020.png,470,446,758,568,smoke
351,21,159_000_output_img_023.png,275,446,758,568,smoke
352,22,159_000_output_img_026.png,275,446,758,568,smoke
353,23,159_000_output_img_029.png,275,446,758,568,smoke
354,24,159_000_output_img_032.png,275,446,758,568,smoke
355,25,159_000_output_img_035.png,275,446,758,568,smoke
356,26,159_000_output_img_039.png,275,446,758,568,smoke
357,27,159_000_output_img_042.png,275,446,709,568,smoke
358,28,159_000_output_img_045.png,275,446,709,568,smoke
359,14,160_000_output_img_001.png,629,287,694,359,smoke
360,15,160_000_output_img_008.png,629,287,694,359,smoke
361,16,160_000_output_img_014.png,629,287,694,359,smoke
362,17,160_000_output_img_021.png,594,237,694,359,smoke
363,18,160_000_output_img_028.png,594,237,694,359,smoke
364,19,160_000_output_img_034.png,594,237,694,359,smoke
365,20,160_000_output_img_041.png,594,237,694,359,smoke
366,21,160_000_output_img_048.png,594,237,694,359,smoke
367,22,160_000_output_img_054.png,594,237,694,359,smoke
368,23,160_000_output_img_061.png,594,237,694,359,smoke
369,24,160_000_output_img_068.png,594,237,694,359,smoke
370,25,160_000_output_img_074.png,594,237,694,359,smoke
371,26,160_000_output_img_081.png,594,237,694,359,smoke
372,27,160_000_output_img_088.png,594,237,694,359,smoke
373,28,160_000_output_img_094.png,594,237,694,359,smoke
374,14,161_000_output_img_001.png,350,306,943,559,smoke
375,15,161_000_output_img_009.png,350,306,943,559,smoke
376,16,161_000_output_img_017.png,350,306,943,559,smoke
377,17,161_000_output_img_025.png,350,306,943,559,smoke
378,18,161_000_output_img_032.png,350,306,943,559,smoke
379,19,161_000_output_img_040.png,350,306,943,559,smoke
380,20,161_000_output_img_048.png,350,306,943,559,smoke
381,21,161_000_output_img_056.png,350,306,943,559,smoke
382,22,161_000_output_img_064.png,350,306,943,559,smoke
383,23,161_000_output_img_072.png,350,306,943,559,smoke
384,24,161_000_output_img_080.png,350,306,943,559,smoke
385,25,161_000_output_img_088.png,350,306,943,559,smoke
386,26,161_000_output_img_095.png,350,306,943,559,smoke
387,27,161_000_output_img_103.png,350,306,943,559,smoke
388,28,161_000_output_img_111.png,350,306,943,559,smoke
389,14,162_000_output_img_001.png,466,239,651,446,smoke
390,15,162_000_output_img_004.png,466,239,651,446,smoke
391,16,162_000_output_img_006.png,466,239,651,446,smoke
392,17,162_000_output_img_009.png,466,239,651,446,smoke
393,18,162_000_output_img_012.png,466,239,651,446,smoke
394,19,162_000_output_img_014.png,466,239,651,446,smoke
395,20,162_000_output_img_017.png,466,239,651,446,smoke
396,21,162_000_output_img_020.png,466,239,651,446,smoke
397,22,162_000_output_img_022.png,466,239,651,446,smoke
398,23,162_000_output_img_025.png,466,239,651,446,smoke
399,24,162_000_output_img_028.png,466,239,651,446,smoke
400,25,162_000_output_img_030.png,466,239,651,446,smoke
401,26,162_000_output_img_033.png,466,239,651,446,smoke
402,27,162_000_output_img_036.png,466,239,651,446,smoke
403,28,162_000_output_img_038.png,466,239,651,446,smoke
404,14,164_000_output_img_001.png,0,248,162,504,smoke
405,15,164_000_output_img_009.png,0,248,162,504,smoke
406,16,164_000_output_img_016.png,0,248,162,504,smoke
407,17,164_000_output_img_024.png,0,248,162,504,smoke
408,18,164_000_output_img_031.png,0,248,162,504,smoke
409,19,164_000_output_img_039.png,0,248,162,504,smoke
410,20,164_000_output_img_046.png,0,248,162,504,smoke
411,21,164_000_output_img_054.png,0,248,162,504,smoke
412,22,164_000_output_img_061.png,0,248,162,504,smoke
413,23,164_000_output_img_069.png,0,248,162,504,smoke
414,24,164_000_output_img_076.png,0,248,162,504,smoke
415,25,164_000_output_img_084.png,0,248,162,504,smoke
416,26,164_000_output_img_091.png,0,248,162,504,smoke
417,27,164_000_output_img_099.png,0,248,162,504,smoke
418,28,164_000_output_img_106.png,0,248,162,504,smoke
419,14,165_000_output_img_001.png,426,338,459,404,smoke
420,15,165_000_output_img_012.png,426,338,459,404,smoke
421,16,165_000_output_img_023.png,426,333,467,404,smoke
422,17,165_000_output_img_035.png,426,333,467,404,smoke
423,18,165_000_output_img_046.png,426,324,470,404,smoke
424,19,165_000_output_img_057.png,426,324,470,404,smoke
425,20,165_000_output_img_068.png,426,324,470,404,smoke
426,21,165_000_output_img_079.png,426,324,470,404,smoke
427,22,165_000_output_img_091.png,426,299,477,404,smoke
428,23,165_000_output_img_102.png,426,299,477,404,smoke
429,24,165_000_output_img_113.png,426,299,477,404,smoke
430,25,165_000_output_img_124.png,426,299,477,404,smoke
431,26,165_000_output_img_135.png,426,299,477,404,smoke
432,27,165_000_output_img_147.png,426,299,477,404,smoke
433,28,165_000_output_img_158.png,426,299,477,404,smoke
434,14,166_000_output_img_001.png,449,156,679,348,smoke
435,15,166_000_output_img_012.png,449,156,679,348,smoke
436,16,166_000_output_img_022.png,449,156,679,348,smoke
437,17,166_000_output_img_033.png,449,156,679,348,smoke
438,18,166_000_output_img_044.png,449,156,679,348,smoke
439,19,166_000_output_img_054.png,449,156,679,348,smoke
440,20,166_000_output_img_065.png,449,192,679,348,smoke
441,21,166_000_output_img_076.png,449,192,679,348,smoke
442,22,166_000_output_img_086.png,449,192,679,348,smoke
443,23,166_000_output_img_097.png,449,192,679,348,smoke
444,24,166_000_output_img_108.png,449,192,679,348,smoke
445,25,166_000_output_img_118.png,449,192,679,348,smoke
446,26,166_000_output_img_129.png,449,192,679,348,smoke
447,27,166_000_output_img_140.png,449,192,679,348,smoke
448,28,166_000_output_img_150.png,449,192,679,348,smoke
449,14,167_000_output_img_001.png,638,309,769,387,smoke
450,15,167_000_output_img_013.png,638,309,769,387,smoke
451,16,167_000_output_img_024.png,638,309,769,387,smoke
452,17,167_000_output_img_036.png,638,309,769,387,smoke
453,18,167_000_output_img_047.png,638,309,769,387,smoke
454,19,167_000_output_img_059.png,638,309,769,387,smoke
455,20,167_000_output_img_070.png,638,309,769,387,smoke
456,21,167_000_output_img_082.png,638,309,769,387,smoke
457,22,167_000_output_img_093.png,638,309,769,387,smoke
458,23,167_000_output_img_105.png,638,309,769,387,smoke
459,24,167_000_output_img_116.png,638,309,769,387,smoke
460,25,167_000_output_img_128.png,638,309,769,387,smoke
461,26,167_000_output_img_139.png,638,309,769,387,smoke
462,27,167_000_output_img_151.png,638,309,769,387,smoke
463,28,167_000_output_img_162.png,638,309,769,387,smoke
464,14,168_000_output_img_001.png,450,8,756,592,smoke
465,15,168_000_output_img_016.png,450,8,756,592,smoke
466,16,168_000_output_img_032.png,450,8,756,592,smoke
467,17,168_000_output_img_047.png,450,8,756,592,smoke
468,18,168_000_output_img_062.png,450,8,756,592,smoke
469,19,168_000_output_img_078.png,450,8,756,592,smoke
470,20,168_000_output_img_093.png,450,8,756,592,smoke
471,21,168_000_output_img_108.png,450,8,756,592,smoke
472,22,168_000_output_img_124.png,450,8,756,592,smoke
473,23,168_000_output_img_139.png,450,8,756,592,smoke
474,24,168_000_output_img_154.png,450,8,756,592,smoke
475,25,168_000_output_img_170.png,370,8,756,592,smoke
476,26,168_000_output_img_185.png,370,8,756,592,smoke
477,27,168_000_output_img_200.png,370,8,756,592,smoke
478,28,168_000_output_img_216.png,370,8,756,592,smoke
479,14,169_000_output_img_001.png,622,268,810,363,smoke
480,15,169_000_output_img_015.png,622,268,810,363,smoke
481,16,169_000_output_img_030.png,622,268,810,363,smoke
482,17,169_000_output_img_044.png,622,268,810,363,smoke
483,18,169_000_output_img_058.png,622,268,810,363,smoke
484,19,169_000_output_img_073.png,622,268,810,363,smoke
485,20,169_000_output_img_087.png,622,268,810,363,smoke
486,21,169_000_output_img_101.png,622,268,810,363,smoke
487,22,169_000_output_img_116.png,622,268,810,363,smoke
488,23,169_000_output_img_130.png,622,268,810,363,smoke
489,24,169_000_output_img_144.png,622,268,810,363,smoke
490,25,169_000_output_img_159.png,622,268,810,363,smoke
491,26,169_000_output_img_173.png,622,268,810,363,smoke
492,27,169_000_output_img_187.png,622,268,810,363,smoke
493,28,169_000_output_img_202.png,622,268,810,363,smoke
