,ID,filename,x_min,y_min,x_max,y_max,class
127,22,131_000_output_img_136.png,279,54,956,370,smoke
128,23,131_000_output_img_153.png,279,54,956,370,smoke
129,24,131_000_output_img_170.png,279,54,956,370,smoke
130,25,131_000_output_img_187.png,279,54,956,370,smoke
131,26,131_000_output_img_203.png,232,96,909,412,smoke
132,27,131_000_output_img_220.png,232,96,909,412,smoke
133,28,131_000_output_img_237.png,232,96,909,412,smoke
134,14,133_000_output_img_001.png,212,133,755,435,smoke
135,15,133_000_output_img_015.png,212,133,755,435,smoke
136,16,133_000_output_img_028.png,212,133,755,435,smoke
137,17,133_000_output_img_042.png,212,133,755,435,smoke
138,18,133_000_output_img_056.png,212,133,755,435,smoke
139,19,133_000_output_img_069.png,212,133,755,435,smoke
140,20,133_000_output_img_083.png,212,133,755,435,smoke
141,21,133_000_output_img_097.png,212,133,755,435,smoke
142,22,133_000_output_img_110.png,212,133,755,435,smoke
143,23,133_000_output_img_124.png,212,133,755,435,smoke
144,24,133_000_output_img_138.png,212,133,755,435,smoke
145,25,133_000_output_img_151.png,212,133,755,435,smoke
146,26,133_000_output_img_165.png,212,133,755,435,smoke
147,27,133_000_output_img_179.png,212,133,755,435,smoke
148,28,133_000_output_img_192.png,212,133,755,435,smoke
149,14,134_000_output_img_001.png,635,274,763,365,smoke
150,15,134_000_output_img_011.png,635,274,763,365,smoke
151,16,134_000_output_img_021.png,635,274,763,365,smoke
152,17,134_000_output_img_031.png,635,274,763,365,smoke
153,18,134_000_output_img_041.png,635,274,763,365,smoke
154,19,134_000_output_img_051.png,635,274,763,365,smoke
155,20,134_000_output_img_061.png,635,274,763,365,smoke
156,21,134_000_output_img_071.png,635,274,763,365,smoke
157,22,134_000_output_img_081.png,635,274,763,365,smoke
158,23,134_000_output_img_091.png,635,274,763,365,smoke
159,24,134_000_output_img_101.png,635,274,763,365,smoke
160,25,134_000_output_img_111.png,635,274,763,365,smoke
161,26,134_000_output_img_121.png,635,274,763,365,smoke
162,27,134_000_output_img_131.png,635,274,763,365,smoke
163,28,134_000_output_img_141.png,635,274,763,365,smoke
164,14,141_000_output_img_001.png,52,53,1279,642,smoke
165,15,141_000_output_img_017.png,52,53,1279,642,smoke
166,16,141_000_output_img_033.png,52,53,1279,642,smoke
167,17,141_000_output_img_049.png,52,53,1279,642,smoke
168,18,141_000_output_img_065.png,52,53,1279,642,smoke
169,19,141_000_output_img_081.png,52,53,1279,642,smoke
170,20,141_000_output_img_097.png,52,53,1279,642,smoke
171,21,141_000_output_img_113.png,52,53,1279,642,smoke
172,22,141_000_output_img_129.png,52,53,1279,642,smoke
173,23,141_000_output_img_145.png,52,53,1279,642,smoke
174,24,141_000_output_img_161.png,52,53,1279,642,smoke
175,25,141_000_output_img_177.png,52,53,1279,642,smoke
176,26,141_000_output_img_193.png,52,53,1279,642,smoke
177,27,141_000_output_img_209.png,52,53,1279,642,smoke
178,28,141_000_output_img_225.png,52,53,1279,642,smoke
179,14,143_000_output_img_001.png,705,318,1091,482,smoke
180,15,143_000_output_img_019.png,705,318,1091,482,smoke
181,16,143_000_output_img_037.png,705,318,1091,482,smoke
182,17,143_000_output_img_055.png,705,318,1091,482,smoke
183,18,143_000_output_img_072.png,705,318,1091,482,smoke
184,19,143_000_output_img_090.png,705,318,1091,482,smoke
185,20,143_000_output_img_108.png,705,318,1091,482,smoke
186,21,143_000_output_img_126.png,705,318,1091,482,smoke
187,22,143_000_output_img_144.png,705,318,1091,482,smoke
188,23,143_000_output_img_162.png,705,318,1091,482,smoke
189,24,143_000_output_img_180.png,705,318,1091,482,smoke
190,25,143_000_output_img_198.png,705,318,1091,482,smoke
191,26,143_000_output_img_215.png,705,318,1091,482,smoke
192,27,143_000_output_img_233.png,705,318,1091,482,smoke
193,28,143_000_output_img_251.png,705,318,1091,482,smoke
194,14,144_000_output_img_001.png,262,455,553,615,smoke
195,15,144_000_output_img_025.png,262,455,553,615,smoke
196,16,144_000_output_img_048.png,262,455,553,615,smoke
197,17,144_000_output_img_072.png,262,455,553,615,smoke
198,18,144_000_output_img_096.png,262,455,553,615,smoke
199,19,144_000_output_img_119.png,262,455,553,615,smoke
200,20,144_000_output_img_143.png,163,442,553,615,smoke
201,21,144_000_output_img_167.png,43,400,553,615,smoke
202,22,144_000_output_img_190.png,0,379,553,615,smoke
203,23,144_000_output_img_214.png,0,379,553,615,smoke
204,24,144_000_output_img_238.png,0,379,553,615,smoke
205,25,144_000_output_img_261.png,0,322,613,615,smoke
206,26,144_000_output_img_285.png,0,322,613,615,smoke
207,27,144_000_output_img_309.png,0,322,613,615,smoke
208,28,144_000_output_img_332.png,0,322,613,615,smoke
209,14,152_000_output_img_001.png,323,127,858,585,smoke
210,15,152_000_output_img_005.png,323,127,858,585,smoke
211,16,152_000_output_img_009.png,323,127,858,585,smoke
212,17,152_000_output_img_013.png,323,127,858,585,smoke
213,18,152_000_output_img_016.png,323,127,858,585,smoke
214,19,152_000_output_img_020.png,323,127,858,585,smoke
215,20,152_000_output_img_024.png,323,127,858,585,smoke
216,21,152_000_output_img_028.png,323,127,858,585,smoke
217,22,152_000_output_img_032.png,323,127,858,585,smoke
218,23,152_000_output_img_036.png,323,127,858,585,smoke
219,24,152_000_output_img_040.png,323,127,858,585,smoke
220,25,152_000_output_img_044.png,323,127,858,585,smoke
221,26,152_000_output_img_047.png,323,127,858,585,smoke
222,27,152_000_output_img_051.png,323,127,858,585,smoke
223,28,152_000_output_img_055.png,323,127,858,585,smoke
224,14,155_000_output_img_001.png,128,0,720,412,smoke
225,15,155_000_output_img_011.png,128,0,720,412,smoke
226,16,155_000_output_img_021.png,128,0,720,412,smoke
227,17,155_000_output_img_031.png,128,0,720,412,smoke
228,18,155_000_output_img_041.png,128,0,799,412,smoke
229,19,155_000_output_img_051.png,128,0,799,412,smoke
230,20,155_000_output_img_061.png,128,0,799,412,smoke
231,21,155_000_output_img_071.png,128,0,799,412,smoke
232,22,155_000_output_img_081.png,343,0,799,412,smoke
233,23,155_000_output_img_091.png,343,0,799,412,smoke
234,24,155_000_output_img_101.png,343,0,799,412,smoke
235,25,155_000_output_img_111.png,343,0,799,412,smoke
236,26,155_000_output_img_121.png,343,0,714,412,smoke
237,27,155_000_output_img_131.png,343,0,714,412,smoke
238,28,155_000_output_img_141.png,343,0,714,412,smoke
239,14,156_000_output_img_001.png,609,228,797,356,smoke
240,15,156_000_output_img_012.png,609,228,797,356,smoke
241,16,156_000_output_img_022.png,609,228,797,356,smoke
242,17,156_000_output_img_033.png,609,228,797,356,smoke
243,18,156_000_output_img_043.png,586,228,797,356,smoke
244,19,156_000_output_img_054.png,586,228,797,356,smoke
245,20,156_000_output_img_065.png,586,228,719,356,smoke
246,21,156_000_output_img_075.png,586,228,719,356,smoke
247,22,156_000_output_img_086.png,586,228,719,356,smoke
248,23,156_000_output_img_096.png,586,228,719,356,smoke
249,24,156_000_output_img_107.png,612,233,745,361,smoke
250,25,156_000_output_img_118.png,612,233,745,361,smoke
251,26,156_000_output_img_128.png,612,233,745,361,smoke
252,27,156_000_output_img_139.png,612,233,745,361,smoke
253,28,156_000_output_img_149.png,612,233,745,361,smoke
254,14,157_000_output_img_001.png,552,0,749,378,smoke
255,15,157_000_output_img_009.png,552,0,749,378,smoke
256,16,157_000_output_img_018.png,552,0,749,378,smoke
257,17,157_000_output_img_026.png,600,0,940,378,smoke
258,18,157_000_output_img_034.png,600,0,940,378,smoke
259,19,157_000_output_img_043.png,600,0,940,378,smoke
260,20,157_000_output_img_051.png,600,0,940,378,smoke
261,21,157_000_output_img_059.png,600,0,940,378,smoke
262,22,157_000_output_img_068.png,600,7,1185,378,smoke
263,23,157_000_output_img_076.png,600,7,1185,378,smoke
264,24,157_000_output_img_084.png,600,7,1036,378,smoke
265,25,157_000_output_img_093.png,600,7,1036,378,smoke
266,26,157_000_output_img_101.png,600,7,960,378,smoke
267,27,157_000_output_img_109.png,600,7,846,378,smoke
268,28,157_000_output_img_118.png,600,7,846,378,smoke
269,14,159_000_output_img_001.png,470,446,758,568,smoke
270,15,159_000_output_img_004.png,470,446,758,568,smoke
271,16,159_000_output_img_007.png,470,446,758,568,smoke
272,17,159_000_output_img_010.png,470,446,758,568,smoke
273,18,159_000_output_img_014.png,470,446,758,568,smoke
274,19,159_000_output_img_017.png,470,446,758,568,smoke
275,20,159_000_output_img_020.png,470,446,758,568,smoke
276,21,159_000_output_img_023.png,275,446,758,568,smoke
277,22,159_000_output_img_026.png,275,446,758,568,smoke
278,23,159_000_output_img_029.png,275,446,758,568,smoke
279,24,159_000_output_img_032.png,275,446,758,568,smoke
280,25,159_000_output_img_035.png,275,446,758,568,smoke
281,26,159_000_output_img_039.png,275,446,758,568,smoke
282,27,159_000_output_img_042.png,275,446,709,568,smoke
283,28,159_000_output_img_045.png,275,446,709,568,smoke
284,14,160_000_output_img_001.png,629,287,694,359,smoke
285,15,160_000_output_img_008.png,629,287,694,359,smoke
286,16,160_000_output_img_014.png,629,287,694,359,smoke
287,17,160_000_output_img_021.png,594,237,694,359,smoke
288,18,160_000_output_img_028.png,594,237,694,359,smoke
289,19,160_000_output_img_034.png,594,237,694,359,smoke
290,20,160_000_output_img_041.png,594,237,694,359,smoke
291,21,160_000_output_img_048.png,594,237,694,359,smoke
292,22,160_000_output_img_054.png,594,237,694,359,smoke
293,23,160_000_output_img_061.png,594,237,694,359,smoke
294,24,160_000_output_img_068.png,594,237,694,359,smoke
295,25,160_000_output_img_074.png,594,237,694,359,smoke
296,26,160_000_output_img_081.png,594,237,694,359,smoke
297,27,160_000_output_img_088.png,594,237,694,359,smoke
298,28,160_000_output_img_094.png,594,237,694,359,smoke
299,14,162_000_output_img_001.png,466,239,651,446,smoke
300,15,162_000_output_img_004.png,466,239,651,446,smoke
301,16,162_000_output_img_006.png,466,239,651,446,smoke
302,17,162_000_output_img_009.png,466,239,651,446,smoke
303,18,162_000_output_img_012.png,466,239,651,446,smoke
304,19,162_000_output_img_014.png,466,239,651,446,smoke
305,20,162_000_output_img_017.png,466,239,651,446,smoke
306,21,162_000_output_img_020.png,466,239,651,446,smoke
307,22,162_000_output_img_022.png,466,239,651,446,smoke
308,23,162_000_output_img_025.png,466,239,651,446,smoke
309,24,162_000_output_img_028.png,466,239,651,446,smoke
310,25,162_000_output_img_030.png,466,239,651,446,smoke
311,26,162_000_output_img_033.png,466,239,651,446,smoke
312,27,162_000_output_img_036.png,466,239,651,446,smoke
313,28,162_000_output_img_038.png,466,239,651,446,smoke
314,14,164_000_output_img_001.png,0,248,162,504,smoke
315,15,164_000_output_img_009.png,0,248,162,504,smoke
316,16,164_000_output_img_016.png,0,248,162,504,smoke
317,17,164_000_output_img_024.png,0,248,162,504,smoke
318,18,164_000_output_img_031.png,0,248,162,504,smoke
319,19,164_000_output_img_039.png,0,248,162,504,smoke
320,20,164_000_output_img_046.png,0,248,162,504,smoke
321,21,164_000_output_img_054.png,0,248,162,504,smoke
322,22,164_000_output_img_061.png,0,248,162,504,smoke
323,23,164_000_output_img_069.png,0,248,162,504,smoke
324,24,164_000_output_img_076.png,0,248,162,504,smoke
325,25,164_000_output_img_084.png,0,248,162,504,smoke
326,26,164_000_output_img_091.png,0,248,162,504,smoke
327,27,164_000_output_img_099.png,0,248,162,504,smoke
328,28,164_000_output_img_106.png,0,248,162,504,smoke
329,14,165_000_output_img_001.png,426,338,459,404,smoke
330,15,165_000_output_img_012.png,426,338,459,404,smoke
331,16,165_000_output_img_023.png,426,333,467,404,smoke
332,17,165_000_output_img_035.png,426,333,467,404,smoke
333,18,165_000_output_img_046.png,426,324,470,404,smoke
334,19,165_000_output_img_057.png,426,324,470,404,smoke
335,20,165_000_output_img_068.png,426,324,470,404,smoke
336,21,165_000_output_img_079.png,426,324,470,404,smoke
337,22,165_000_output_img_091.png,426,299,477,404,smoke
338,23,165_000_output_img_102.png,426,299,477,404,smoke
339,24,165_000_output_img_113.png,426,299,477,404,smoke
340,25,165_000_output_img_124.png,426,299,477,404,smoke
341,26,165_000_output_img_135.png,426,299,477,404,smoke
342,27,165_000_output_img_147.png,426,299,477,404,smoke
343,28,165_000_output_img_158.png,426,299,477,404,smoke
344,14,166_000_output_img_001.png,449,156,679,348,smoke
345,15,166_000_output_img_012.png,449,156,679,348,smoke
346,16,166_000_output_img_022.png,449,156,679,348,smoke
347,17,166_000_output_img_033.png,449,156,679,348,smoke
348,18,166_000_output_img_044.png,449,156,679,348,smoke
349,19,166_000_output_img_054.png,449,156,679,348,smoke
350,20,166_000_output_img_065.png,449,192,679,348,smoke
351,21,166_000_output_img_076.png,449,192,679,348,smoke
352,22,166_000_output_img_086.png,449,192,679,348,smoke
353,23,166_000_output_img_097.png,449,192,679,348,smoke
354,24,166_000_output_img_108.png,449,192,679,348,smoke
355,25,166_000_output_img_118.png,449,192,679,348,smoke
356,26,166_000_output_img_129.png,449,192,679,348,smoke
357,27,166_000_output_img_140.png,449,192,679,348,smoke
358,28,166_000_output_img_150.png,449,192,679,348,smoke
359,14,168_000_output_img_001.png,450,8,756,592,smoke
360,15,168_000_output_img_016.png,450,8,756,592,smoke
361,16,168_000_output_img_032.png,450,8,756,592,smoke
362,17,168_000_output_img_047.png,450,8,756,592,smoke
363,18,168_000_output_img_062.png,450,8,756,592,smoke
364,19,168_000_output_img_078.png,450,8,756,592,smoke
365,20,168_000_output_img_093.png,450,8,756,592,smoke
366,21,168_000_output_img_108.png,450,8,756,592,smoke
367,22,168_000_output_img_124.png,450,8,756,592,smoke
368,23,168_000_output_img_139.png,450,8,756,592,smoke
369,24,168_000_output_img_154.png,450,8,756,592,smoke
370,25,168_000_output_img_170.png,370,8,756,592,smoke
371,26,168_000_output_img_185.png,370,8,756,592,smoke
372,27,168_000_output_img_200.png,370,8,756,592,smoke
373,28,168_000_output_img_216.png,370,8,756,592,smoke
374,14,169_000_output_img_001.png,622,268,810,363,smoke
375,15,169_000_output_img_015.png,622,268,810,363,smoke
376,16,169_000_output_img_030.png,622,268,810,363,smoke
377,17,169_000_output_img_044.png,622,268,810,363,smoke
378,18,169_000_output_img_058.png,622,268,810,363,smoke
379,19,169_000_output_img_073.png,622,268,810,363,smoke
380,20,169_000_output_img_087.png,622,268,810,363,smoke
381,21,169_000_output_img_101.png,622,268,810,363,smoke
382,22,169_000_output_img_116.png,622,268,810,363,smoke
383,23,169_000_output_img_130.png,622,268,810,363,smoke
384,24,169_000_output_img_144.png,622,268,810,363,smoke
385,25,169_000_output_img_159.png,622,268,810,363,smoke
386,26,169_000_output_img_173.png,622,268,810,363,smoke
387,27,169_000_output_img_187.png,622,268,810,363,smoke
388,28,169_000_output_img_202.png,622,268,810,363,smoke
389,14,170_000_output_img_001.png,595,316,688,383,smoke
390,15,170_000_output_img_015.png,595,316,688,383,smoke
391,16,170_000_output_img_029.png,581,313,688,383,smoke
392,17,170_000_output_img_043.png,581,313,688,383,smoke
393,18,170_000_output_img_057.png,581,313,688,383,smoke
394,19,170_000_output_img_071.png,581,313,688,383,smoke
395,20,170_000_output_img_085.png,581,313,688,383,smoke
396,21,170_000_output_img_099.png,581,313,688,383,smoke
397,22,170_000_output_img_113.png,581,313,688,383,smoke
398,23,170_000_output_img_127.png,581,313,688,383,smoke
399,24,170_000_output_img_141.png,581,313,688,383,smoke
400,25,170_000_output_img_155.png,581,313,688,383,smoke
401,26,170_000_output_img_169.png,581,313,688,383,smoke
402,27,170_000_output_img_183.png,581,313,688,383,smoke
403,28,170_000_output_img_197.png,581,313,688,383,smoke
404,14,171_000_output_img_001.png,354,281,475,369,smoke
405,15,171_000_output_img_009.png,354,281,475,369,smoke
406,16,171_000_output_img_018.png,354,281,475,369,smoke
407,17,171_000_output_img_026.png,354,281,475,369,smoke
408,18,171_000_output_img_034.png,354,281,475,369,smoke
409,19,171_000_output_img_043.png,354,281,475,369,smoke
410,20,171_000_output_img_051.png,354,281,475,369,smoke
411,21,171_000_output_img_059.png,354,281,475,369,smoke
412,22,171_000_output_img_068.png,354,281,475,369,smoke
413,23,171_000_output_img_076.png,354,281,475,369,smoke
414,24,171_000_output_img_084.png,354,281,475,369,smoke
415,25,171_000_output_img_093.png,354,281,475,369,smoke
416,26,171_000_output_img_101.png,354,307,475,369,smoke
417,27,171_000_output_img_109.png,354,307,475,369,smoke
418,28,171_000_output_img_118.png,354,307,475,369,smoke
419,14,173_000_output_img_001.png,500,355,746,496,smoke
420,15,173_000_output_img_013.png,500,355,746,496,smoke
421,16,173_000_output_img_025.png,500,355,746,496,smoke
422,17,173_000_output_img_037.png,500,355,746,496,smoke
423,18,173_000_output_img_049.png,500,403,746,496,smoke
424,19,173_000_output_img_061.png,500,403,746,496,smoke
425,20,173_000_output_img_073.png,500,403,746,496,smoke
426,21,173_000_output_img_085.png,500,403,746,496,smoke
427,22,173_000_output_img_097.png,500,403,746,496,smoke
428,23,173_000_output_img_109.png,500,403,746,496,smoke
429,24,173_000_output_img_121.png,500,403,746,496,smoke
430,25,173_000_output_img_133.png,500,403,746,496,smoke
431,26,173_000_output_img_145.png,500,403,746,496,smoke
432,27,173_000_output_img_157.png,500,403,746,496,smoke
433,28,173_000_output_img_169.png,500,403,746,496,smoke
434,14,174_000_output_img_001.png,360,288,609,450,smoke
435,15,174_000_output_img_014.png,360,288,609,450,smoke
436,16,174_000_output_img_026.png,360,288,609,450,smoke
437,17,174_000_output_img_039.png,360,288,609,450,smoke
438,18,174_000_output_img_052.png,360,288,609,450,smoke
439,19,174_000_output_img_064.png,360,288,609,450,smoke
440,20,174_000_output_img_077.png,360,288,609,450,smoke
441,21,174_000_output_img_090.png,360,288,609,450,smoke
442,22,174_000_output_img_102.png,360,288,609,450,smoke
443,23,174_000_output_img_115.png,360,288,609,450,smoke
444,24,174_000_output_img_128.png,360,288,609,450,smoke
445,25,174_000_output_img_140.png,360,288,609,450,smoke
446,26,174_000_output_img_153.png,360,288,609,450,smoke
447,27,174_000_output_img_166.png,360,288,609,450,smoke
448,28,174_000_output_img_178.png,360,288,609,450,smoke
449,14,175_000_output_img_001.png,607,276,724,342,smoke
450,15,175_000_output_img_012.png,607,276,724,342,smoke
451,16,175_000_output_img_023.png,607,276,724,342,smoke
452,17,175_000_output_img_035.png,607,276,724,342,smoke
453,18,175_000_output_img_046.png,607,276,724,342,smoke
454,19,175_000_output_img_057.png,607,276,724,342,smoke
455,20,175_000_output_img_068.png,607,276,724,342,smoke
456,21,175_000_output_img_079.png,607,276,724,342,smoke
457,22,175_000_output_img_091.png,607,276,761,349,smoke
458,23,175_000_output_img_102.png,633,278,787,351,smoke
459,24,175_000_output_img_113.png,633,278,787,351,smoke
460,25,175_000_output_img_124.png,633,278,787,351,smoke
461,26,175_000_output_img_135.png,633,278,787,351,smoke
462,27,175_000_output_img_147.png,633,278,787,351,smoke
463,28,175_000_output_img_158.png,633,278,787,351,smoke
464,14,176_000_output_img_001.png,798,402,887,508,smoke
465,15,176_000_output_img_013.png,798,402,887,508,smoke
466,16,176_000_output_img_024.png,798,402,887,508,smoke
467,17,176_000_output_img_036.png,798,402,887,508,smoke
468,18,176_000_output_img_047.png,823,461,887,508,smoke
469,19,176_000_output_img_059.png,823,461,887,508,smoke
470,20,176_000_output_img_070.png,823,461,887,508,smoke
471,21,176_000_output_img_082.png,823,461,887,508,smoke
472,22,176_000_output_img_093.png,823,461,887,508,smoke
473,23,176_000_output_img_105.png,823,461,887,508,smoke
474,24,176_000_output_img_116.png,823,461,887,508,smoke
475,25,176_000_output_img_128.png,802,461,887,508,smoke
476,26,176_000_output_img_139.png,802,461,887,508,smoke
477,27,176_000_output_img_151.png,802,461,887,508,smoke
478,28,176_000_output_img_162.png,802,461,887,508,smoke
479,14,177_000_output_img_001.png,291,283,492,514,smoke
480,15,177_000_output_img_012.png,291,283,492,514,smoke
481,16,177_000_output_img_023.png,321,283,492,514,smoke
482,17,177_000_output_img_034.png,321,283,492,514,smoke
483,18,177_000_output_img_044.png,321,169,534,514,smoke
484,19,177_000_output_img_055.png,321,169,534,514,smoke
485,20,177_000_output_img_066.png,321,169,534,514,smoke
486,21,177_000_output_img_077.png,321,169,534,514,smoke
487,22,177_000_output_img_088.png,321,169,534,514,smoke
488,23,177_000_output_img_099.png,321,169,534,514,smoke
489,24,177_000_output_img_110.png,321,11,701,514,smoke
490,25,177_000_output_img_121.png,321,11,701,514,smoke
491,26,177_000_output_img_131.png,321,11,701,514,smoke
492,27,177_000_output_img_142.png,321,11,701,514,smoke
493,28,177_000_output_img_153.png,321,11,701,514,smoke
494,14,178_000_output_img_001.png,361,309,663,363,smoke
